Christian McCaffrey,Car,RB,16,448.60,100%,-,1,50,1,0,1098,7,53,107,867,6,41,0,0,0,1
Cameron Brate,TB,TE,16,113.27,14%,-,234,0,0,0,0,0,0,30,289,6,18,0,0,0,1
Damien Williams,KC,RB,16,113.27,77%,-,235,0,0,0,256,4,15,23,160,2,9,0,0,0,1
DeAndre Carter,Hou,WR,14,112.50,1%,-,238,0,0,0,7,0,0,22,216,0,10,674,0,0,1
Jaylen Samuels,Pit,RB,14,111.87,18%,-,240,0,0,0,256,0,13,26,199,3,10,0,0,0,0
Ito Smith,Atl,RB,14,111.63,9%,-,241,0,0,0,315,4,18,27,152,0,9,0,0,0,0
Jarius Wright,Car,WR,16,110.70,0%,-,242,0,0,0,39,0,1,43,447,1,25,0,0,1,1
Dwayne Harris,Oak,WR,15,110.27,0%,-,243,0,0,0,12,0,1,6,40,0,1,944,1,0,0
Chris Conley,Jax,WR,16,108.77,2%,-,245,0,0,0,0,0,0,32,334,5,18,5,0,0,2
Robert Foster,Buf,WR,13,107.07,1%,-,246,0,0,0,0,0,0,27,541,3,20,0,0,0,0
Giovani Bernard,Cin,RB,12,107.13,6%,-,247,0,0,0,211,3,14,35,218,0,8,25,0,0,0
Zach Pascal,Ind,WR,16,106.57,10%,-,248,0,0,0,10,0,0,27,268,2,15,297,0,0,0
Javorius Allen,NYG,RB,14,106.07,0%,-,249,0,0,0,110,3,10,35,196,2,11,0,0,0,1
Michael Gallup,Dal,WR,16,105.80,81%,-,250,0,0,0,0,0,0,33,507,2,21,0,0,1,0
Chris Thompson,Was,RB,10,105.67,28%,-,251,0,0,0,178,0,9,41,268,1,12,0,0,0,0
John Ross III,Cin,WR,13,104.90,9%,-,252,0,0,0,9,0,0,21,210,7,13,0,0,0,0
Albert Wilson,Mia,WR,7,104.75,1%,-,253,52,1,0,16,0,2,26,391,4,11,0,0,0,0
LeGarrette Blount,Det,RB,16,103.27,0%,-,254,0,0,0,418,5,25,10,67,0,4,0,0,0,1
Dallas Goedert,Phi,TE,16,102.27,20%,-,255,0,0,0,0,0,0,33,334,4,15,0,0,0,0
Marquise Goodwin,SF,WR,11,101.23,14%,-,256,0,0,0,9,0,0,23,395,4,19,0,0,0,0
Chris Ivory,Buf,RB,13,101.17,0%,-,257,0,0,0,385,1,25,13,205,0,7,0,0,0,0
Elijah McGuire,Cle,RB,8,100.47,0%,-,259,0,0,0,276,3,15,19,193,1,10,0,0,0,2
Randall Cobb,Dal,WR,9,100.13,10%,-,260,0,0,0,0,0,0,38,383,2,18,46,0,0,1
Gerald Everett,LAR,TE,16,99.93,83%,-,261,0,0,0,16,0,1,33,320,3,17,0,0,1,0
Josh Adams,NYJ,RB,14,99.97,0%,-,262,0,0,0,511,3,23,7,58,0,3,0,0,1,1
Chris Moore,Bal,WR,16,99.87,0%,-,263,0,0,0,17,0,1,19,196,1,8,491,0,0,0
Keelan Cole,Jax,WR,16,99.73,0%,-,264,0,0,0,0,0,0,38,491,1,25,0,0,0,2
Ty Montgomery,NYJ,RB,13,99.47,2%,-,265,0,0,0,188,1,10,25,235,0,7,210,0,0,1
Rashaad Penny,Sea,RB,14,98.90,31%,-,266,0,0,0,419,2,18,9,75,0,3,140,0,0,0
Ben Watson,NE,TE,16,98.67,5%,-,267,0,0,0,0,0,0,35,400,2,21,0,0,0,0
Phillip Dorsett II,NE,WR,16,97.23,50%,-,268,0,0,0,29,0,2,32,290,3,17,0,0,0,0
Richie James Jr.,SF,WR,13,97.17,1%,-,269,0,0,0,0,0,0,9,130,1,4,655,1,0,1
Greg Olsen,Car,TE,9,96.40,85%,-,270,0,0,0,0,0,0,27,291,4,18,0,0,0,0
Marshawn Lynch,Oak,RB,6,96.20,0%,-,271,0,0,0,376,3,20,15,84,0,6,0,0,0,0
Jacquizz Rodgers,NO,RB,16,96.07,0%,-,272,0,0,0,106,1,7,38,304,0,13,52,0,0,1
Quincy Enunwa,NYJ,WR,11,95.93,1%,-,273,0,0,0,0,0,0,38,449,1,22,0,0,0,1
Darius Jennings,Ten,WR,16,94.57,0%,-,275,21,0,0,2,0,0,11,101,0,2,698,1,0,0
Marvin Hall,Det,WR,16,94.53,0%,-,276,0,0,0,0,0,0,10,149,1,5,616,0,0,0
Ian Thomas,Car,TE,16,94.20,0%,-,277,0,0,0,0,0,0,36,333,2,20,0,0,0,0
Taywan Taylor,Cle,WR,13,93.07,0%,-,278,0,0,0,0,0,0,37,466,1,19,0,0,0,1
Jamison Crowder,NYJ,WR,9,91.87,51%,-,282,0,0,0,30,0,1,29,388,2,15,20,0,0,0
Spencer Ware,Ind,RB,13,91.53,0%,-,283,0,0,0,246,2,14,20,224,0,9,10,0,0,0
Jesse James,Det,TE,16,91.20,0%,-,284,0,0,0,0,0,0,30,423,2,17,0,0,0,0
Alfred Morris,Ari,RB,12,90.67,1%,-,285,0,0,0,428,2,24,8,73,0,5,0,0,0,1
Isaiah McKenzie,Buf,WR,8,90.23,0%,-,286,0,0,0,66,2,4,18,179,0,10,337,0,0,1
Jermaine Kearse,Det,WR,14,89.73,0%,-,288,0,0,0,0,0,0,37,371,1,20,0,0,0,0
Dontrelle Inman,LAC,WR,9,88.27,1%,-,289,0,0,0,0,0,0,28,304,3,16,0,0,0,0
Jeff Driskel,Det,QB,9,88.12,0%,-,290,1003,6,2,130,2,7,0,0,0,0,0,0,1,1
Nick Vannett,Pit,TE,15,87.93,0%,-,291,0,0,0,0,0,0,29,269,3,17,0,0,0,0
Tajae Sharpe,Ten,WR,16,87.67,0%,-,292,0,0,0,16,0,1,26,316,2,22,0,0,0,0
Blake Jarwin,Dal,TE,16,87.47,1%,-,293,0,0,0,0,0,0,27,307,3,16,0,0,0,0
Antonio Gates,LAC,TE,16,87.20,0%,-,294,0,0,0,0,0,0,28,333,2,19,0,0,2,1
C.J. Anderson,Det,RB,11,87.03,1%,-,295,0,0,0,403,2,21,5,41,1,2,0,0,0,0
Aldrick Robinson,Car,WR,14,86.50,0%,-,296,0,0,0,0,0,0,17,231,5,12,21,0,0,0
Demarcus Robinson,KC,WR,16,85.20,26%,-,298,0,0,0,0,0,0,22,288,4,12,0,0,0,0
Vernon Davis,Was,TE,14,83.47,4%,-,300,0,0,0,0,0,0,25,367,2,16,0,0,1,0
Ryan Grant,GB,WR,14,83.27,0%,-,301,0,0,0,0,0,0,35,334,1,18,0,0,0,0
Nick Foles,Jax,QB,5,82.89,4%,-,302,1413,7,4,17,0,6,1,10,0,1,0,0,0,2
DaeSean Hamilton,Den,WR,14,81.30,7%,-,303,0,0,0,0,0,0,30,243,2,16,31,0,0,0
Marcus Murphy,Buf,RB,11,80.63,0%,-,304,0,0,0,250,0,7,11,26,0,2,339,0,0,0
Jeff Heuerman,Den,TE,11,79.73,0%,-,305,0,0,0,0,0,0,31,281,2,14,0,0,0,0
Chase Edmonds,Ari,RB,16,79.47,83%,-,306,0,0,0,208,2,14,20,103,0,5,48,0,0,0
Laquon Treadwell,Min,WR,15,79.13,0%,-,307,0,0,0,0,0,0,35,302,1,16,0,0,0,0
Taysom Hill,NO,QB,16,79.23,1%,-,308,64,0,1,196,2,15,3,4,0,0,348,0,0,1
Ricky Seals-Jones,Cle,TE,15,78.87,4%,-,309,0,0,0,0,0,0,34,343,1,14,0,0,0,0
C.J. Beathard,SF,QB,6,78.98,0%,-,310,1252,8,7,69,1,6,0,0,0,0,0,0,0,3
Jordan Thomas,Hou,TE,16,78.33,0%,-,311,0,0,0,0,0,0,20,215,4,12,0,0,0,0
Darren Sproles,Phi,RB,6,78.17,1%,-,312,0,0,0,120,1,6,15,160,2,6,85,0,0,0
Bilal Powell,NYJ,RB,7,77.63,0%,-,313,0,0,0,343,0,16,11,110,1,3,0,0,0,1
Corey Coleman,NYG,WR,8,76.93,0%,-,314,0,0,0,5,0,0,5,71,0,5,617,0,0,0
Kyle Juszczyk,SF,RB,16,75.60,0%,-,315,0,0,0,30,0,2,30,324,1,15,0,0,0,2
Tyler Higbee,LAR,TE,16,75.47,4%,-,316,0,0,0,0,0,0,24,292,2,16,0,0,0,0
TJ Jones,NYG,WR,15,74.47,0%,-,318,0,0,0,0,0,0,19,190,2,10,168,0,0,0
Kelvin Benjamin,KC,WR,15,74.33,0%,-,319,0,0,0,0,0,0,25,380,1,16,0,0,0,0
Jaron Brown,Sea,WR,16,74.07,1%,-,320,0,0,0,0,0,0,14,166,5,9,0,0,0,0
Jordan Wilkins,Ind,RB,16,72.97,1%,-,322,0,0,0,336,1,15,16,85,0,2,7,0,0,2
Kapri Bibbs,GB,RB,12,71.67,0%,-,323,0,0,0,103,3,8,16,115,1,4,57,0,0,0
Justin Jackson,LAC,RB,13,71.60,5%,-,324,0,0,0,206,2,14,15,135,0,5,0,0,0,0
Jonnu Smith,Ten,TE,13,71.20,19%,-,325,0,0,0,0,0,0,20,258,3,10,0,0,0,0
Kenneth Dixon,Bal,RB,6,70.70,0%,-,326,0,0,0,333,2,20,6,51,0,2,0,0,0,1
Trent Taylor,SF,WR,14,70.63,0%,-,327,0,0,0,0,0,0,26,215,1,11,93,0,1,0
Jack Doyle,Ind,TE,6,70.33,15%,-,328,0,0,0,0,0,0,26,245,2,14,0,0,0,1
Jordan Matthews,SF,WR,14,70.00,0%,-,329,0,0,0,0,0,0,20,300,2,14,0,0,0,0
Brock Osweiler,Mia,QB,7,68.98,0%,-,330,1247,6,4,21,0,1,0,0,0,0,0,0,1,1
Tim Patrick,Den,WR,16,68.70,0%,-,331,0,0,0,17,0,2,23,315,1,15,0,0,0,1
Keke Coutee,Hou,WR,6,68.13,21%,-,332,0,0,0,0,0,0,28,287,1,13,0,0,0,0
Bruce Ellington,NE,WR,7,68.13,0%,-,333,0,0,0,2,0,0,31,224,1,14,0,0,0,0
Breshad Perriman,TB,WR,10,67.87,0%,-,334,0,0,0,2,0,0,16,340,2,13,0,0,0,0
Geronimo Allison,GB,WR,5,67.20,22%,-,335,0,0,0,0,0,0,20,303,2,11,0,0,0,0
Allen Hurns,Mia,WR,16,66.67,0%,-,336,0,0,0,0,0,0,20,295,2,11,0,0,0,0
DeVante Parker,Mia,WR,11,66.60,26%,-,337,0,0,0,0,0,0,24,309,1,14,0,0,0,0
Paul Richardson Jr.,Was,WR,7,66.37,5%,-,338,0,0,0,9,0,0,20,262,2,12,0,0,0,0
Zach Zenner,Ari,RB,8,66.23,0%,-,339,0,0,0,265,3,14,7,56,0,3,0,0,0,0
Rhett Ellison,NYG,TE,14,66.13,0%,-,340,0,0,0,0,0,0,25,272,1,13,0,0,1,0
Pierre Garcon,SF,WR,8,65.07,0%,-,341,0,0,0,0,0,0,24,286,1,14,0,0,0,0
Maurice Harris,NE,WR,12,63.37,0%,-,342,0,0,0,10,0,1,28,304,0,12,11,0,0,0
Levine Toilolo,SF,TE,16,62.53,0%,-,343,0,0,0,0,0,0,21,263,1,16,0,0,0,0
Rex Burkhead,NE,RB,8,62.33,12%,-,344,0,0,0,186,0,11,14,131,1,4,0,0,0,1
Justin Hardy,Atl,WR,16,62.27,0%,-,345,0,0,0,0,0,0,14,133,2,8,154,0,0,0
Geoff Swaim,Jax,TE,9,61.13,0%,-,346,0,0,0,0,0,0,26,242,1,11,0,0,0,0
Matt LaCosse,NE,TE,15,60.67,0%,-,347,0,0,0,0,0,0,24,250,1,11,10,0,0,0
Ted Ginn Jr.,NO,WR,5,60.63,7%,-,348,0,0,0,26,0,1,17,209,2,10,1,0,1,1
Torrey Smith,Car,WR,11,59.67,0%,-,349,0,0,0,0,0,0,17,190,2,12,0,0,1,0
Ryan Griffin,NYJ,TE,14,59.33,0%,-,350,0,0,0,0,0,0,24,305,0,15,0,0,0,0
Jeff Wilson Jr.,SF,RB,6,59.13,1%,-,351,0,0,0,266,0,13,12,98,0,5,0,0,0,2
Jason Croom,Buf,TE,15,57.27,0%,-,352,0,0,0,0,0,0,22,259,1,10,0,0,0,2
Demetrius Harris,Cle,TE,15,57.03,0%,-,353,0,0,0,0,0,0,12,164,3,9,11,0,0,0
Equanimeous St. Brown,GB,WR,12,56.37,0%,-,354,0,0,0,5,0,0,21,328,0,13,0,0,0,0
Trenton Cannon,NYJ,RB,16,54.90,0%,-,355,0,0,0,113,1,7,17,144,0,4,20,0,0,0
Josh Johnson,Det,QB,4,54.60,0%,-,356,590,3,4,120,1,7,0,0,0,0,0,0,2,0
Ed Dickson,Sea,TE,10,54.43,0%,-,357,0,0,0,9,0,1,12,143,3,7,0,0,0,0
Anthony Firkser,Ten,TE,12,54.00,0%,-,358,0,0,0,0,0,0,19,225,1,12,0,0,0,0
Keith Kirkwood,NO,WR,8,52.93,0%,-,359,0,0,0,0,0,0,13,209,2,10,0,0,0,0
Deonte Thompson,NYJ,WR,13,52.43,0%,-,360,0,0,0,0,0,0,17,161,0,10,147,0,0,0
Trent Sherfield,Ari,WR,13,52.00,0%,-,361,0,0,0,0,0,0,19,210,1,11,0,0,0,0
Luke Stocker,Atl,TE,16,52.00,0%,-,362,0,0,0,0,0,0,15,165,2,10,0,0,0,0
Malcolm Brown,LAR,RB,12,51.67,15%,-,363,0,0,0,212,0,10,5,52,1,2,0,0,1,0
Tavon Austin,Dal,WR,7,51.63,0%,-,364,0,0,0,55,0,2,8,140,2,5,58,0,0,0
Wayne Gallman Jr.,NYG,RB,15,51.53,12%,-,365,0,0,0,176,1,7,14,89,0,5,0,0,0,1
Virgil Green,LAC,TE,16,51.00,0%,-,366,0,0,0,0,0,0,19,210,1,10,0,0,0,0
Travis Benjamin,LAC,WR,12,50.80,0%,-,367,0,0,0,41,0,2,12,186,1,9,33,0,0,0
Cody Latimer,NYG,WR,6,49.97,0%,-,368,0,0,0,0,0,0,11,190,1,6,123,0,0,0
Jimmy Garoppolo,SF,QB,3,50.02,57%,-,369,718,5,3,33,0,2,0,0,0,0,0,0,1,0
Raheem Mostert,SF,RB,9,49.77,6%,-,370,0,0,0,261,1,13,6,25,0,1,0,0,0,1
Bennie Fowler III,NYG,WR,10,49.27,0%,-,371,0,0,0,0,0,0,16,199,1,12,0,0,0,0
Tyler Ervin,Jax,RB,9,49.13,0%,-,372,0,0,0,0,0,0,3,35,0,1,428,0,0,0
Darren Fells,Hou,TE,16,48.80,18%,-,373,0,0,0,0,0,0,11,117,3,6,0,0,0,0
Jay Ajayi,Phi,RB,4,48.73,3%,-,374,0,0,0,184,3,11,5,20,0,1,0,0,1,1
James Washington,Pit,WR,14,48.47,6%,-,375,0,0,0,0,0,0,16,217,1,10,0,0,0,0
DJ Chark Jr.,Jax,WR,11,48.40,92%,-,376,0,0,0,0,0,0,14,174,0,7,178,0,0,1
Kalen Ballage,Mia,RB,12,48.43,8%,-,377,0,0,0,191,1,10,9,56,0,2,26,0,0,1
James O'Shaughnessy,Jax,TE,14,48.27,0%,-,378,0,0,0,0,0,0,24,214,0,10,0,0,0,0
Martavis Bryant,Oak,WR,8,48.03,0%,-,379,0,0,0,23,0,1,19,266,0,10,0,0,0,1
Cody Kessler,NE,QB,5,47.66,0%,-,380,709,2,2,123,0,9,0,0,0,0,0,0,0,3
Josh Hill,NO,TE,16,47.33,2%,-,381,0,0,0,0,0,0,16,185,1,11,0,0,0,0
Lance Kendricks,LAC,TE,16,47.33,0%,-,382,0,0,0,0,0,0,19,170,1,9,0,0,0,0
Nick Boyle,Bal,TE,16,47.20,0%,-,383,0,0,0,0,0,0,23,213,0,10,0,0,0,0
Chad Williams,Ind,WR,10,46.30,0%,-,384,0,0,0,9,0,0,17,171,1,9,0,0,0,0
Brandon LaFell,Oak,WR,6,46.00,0%,-,385,0,0,0,0,0,0,12,135,2,9,0,0,0,0
Russell Shepard,NYG,WR,12,45.53,0%,-,386,0,0,0,0,0,0,10,188,2,7,0,0,0,0
Tyrod Taylor,LAC,QB,4,45.42,0%,-,387,473,2,2,125,1,6,0,0,0,0,0,0,0,0
Tyler Eifert,Cin,TE,4,44.93,9%,-,389,0,0,0,0,0,0,15,179,1,10,0,0,0,0
Michael Roberts,GB,TE,8,44.67,0%,-,390,0,0,0,0,0,0,9,100,3,5,0,0,0,0
Dontrell Hilliard,Cle,RB,11,44.40,1%,-,391,0,0,1,0,0,0,9,105,0,4,264,0,0,0
Lee Smith,Buf,TE,16,43.87,0%,-,392,0,0,0,0,0,0,10,73,3,5,0,0,0,0
Maxx Williams,Ari,TE,13,43.33,0%,-,393,0,0,0,8,0,2,16,143,1,7,0,0,0,0
Jordan Akins,Hou,TE,16,43.00,6%,-,394,0,0,0,0,0,0,17,225,0,11,0,0,0,0
Erik Swoope,Oak,TE,7,42.80,0%,-,395,0,0,0,0,0,0,8,87,3,5,0,0,0,0
Mike Gesicki,Mia,TE,16,42.47,3%,-,396,0,0,0,0,0,0,22,202,0,9,0,0,0,1
James Develin,NE,RB,16,42.37,0%,-,397,0,0,0,8,4,5,12,61,0,3,15,0,0,0
Charles Clay,Ari,TE,13,42.27,0%,-,398,0,0,0,0,0,0,21,184,0,11,0,0,0,1
Rod Smith,Ten,RB,16,40.70,0%,-,399,0,0,0,127,1,10,9,60,0,1,0,0,0,0
Cody Core,NYG,WR,14,40.67,0%,-,400,0,0,0,0,0,0,13,160,1,7,0,0,1,0
Ameer Abdullah,Min,RB,10,40.47,2%,-,401,0,0,0,1,0,0,3,28,0,1,365,0,0,1
Marcell Ateman,Oak,WR,7,40.27,0%,-,402,0,0,0,0,0,0,15,154,1,7,0,0,0,0
T.J. Logan,TB,RB,10,40.27,0%,-,403,0,0,0,2,0,0,7,37,0,1,296,0,0,0
Hayden Hurst,Bal,TE,12,39.87,2%,-,404,0,0,0,0,0,0,13,163,1,8,0,0,0,0
Josh Bellamy,NYJ,WR,16,39.80,0%,-,405,0,0,0,0,0,0,14,117,1,8,0,0,1,0
Will Dissly,Sea,TE,4,39.40,8%,-,406,0,0,0,0,0,0,8,156,2,5,0,0,0,0
Dan Arnold,NO,TE,10,39.00,0%,-,407,0,0,0,0,0,0,12,150,1,9,0,0,0,0
Mo Alie-Cox,Ind,TE,9,37.87,0%,-,409,0,0,0,0,0,0,7,133,2,6,0,0,0,0
Bobo Wilson,TB,WR,5,37.87,0%,-,410,0,0,0,0,0,0,4,52,0,2,284,0,0,0
Taquan Mizzell Sr.,NO,RB,9,37.40,0%,-,411,0,0,0,16,0,0,8,78,1,4,106,0,0,0
JoJo Natson,LAR,WR,13,36.80,0%,-,412,0,0,0,0,0,0,0,0,0,0,388,0,0,1
Austin Carr,NO,WR,14,36.47,0%,-,413,0,0,0,0,0,0,9,97,2,5,0,0,0,0
Kenjon Barner,Atl,RB,9,36.20,0%,-,414,0,0,0,71,0,3,1,3,0,0,249,0,0,0
Jawill Davis,GB,WR,7,35.67,0%,-,415,0,0,0,0,0,0,4,40,0,3,260,0,0,0
Jordan Leggett,TB,TE,15,35.60,0%,-,416,0,0,0,0,0,0,14,114,1,6,0,0,0,0
Zach Line,NO,RB,16,35.63,0%,-,417,0,0,0,41,0,6,5,14,2,2,16,0,0,0
Pharoh Cooper,Ari,WR,7,35.60,0%,-,418,0,0,0,0,0,0,0,0,0,0,356,0,0,0
Blaine Gabbert,TB,QB,8,35.04,0%,-,419,626,4,4,0,0,2,0,0,0,0,0,0,0,0
Chase Daniel,Chi,QB,5,32.43,1%,-,421,515,3,2,3,0,1,1,8,0,1,0,0,0,0
Trey Quinn,Was,WR,3,32.20,1%,-,422,0,0,0,0,0,0,9,75,1,5,52,0,0,0
Garrett Celek,SF,TE,15,32.00,0%,-,423,0,0,0,0,0,0,5,90,2,5,0,0,0,0
Brandon Bolden,NE,RB,16,31.97,3%,-,424,0,0,0,91,2,4,3,13,1,1,0,0,0,1
Andre Holmes,Den,WR,15,31.80,0%,-,425,0,0,0,0,0,0,13,162,0,8,0,0,0,0
Andy Janovich,Den,RB,16,31.77,0%,-,426,0,0,0,5,0,2,8,112,1,5,8,0,0,0
Michael Floyd,Bal,WR,13,31.67,0%,-,427,0,0,0,0,0,0,10,100,1,5,0,0,1,0
Colt McCoy,Was,QB,3,31.18,0%,-,428,372,3,3,63,0,4,0,0,0,0,0,0,0,0
Brandon Powell,Atl,WR,6,31.10,0%,-,429,0,0,0,4,0,0,11,129,0,6,51,0,0,0
Austin Seferian-Jenkins,NE,TE,5,31.00,0%,-,430,0,0,0,0,0,0,11,90,1,6,0,0,0,0
Andy Jones,Mia,WR,8,30.33,0%,-,431,0,0,0,0,0,0,11,80,1,6,0,0,0,0
Scott Simonson,NYG,TE,16,29.93,0%,-,432,0,0,0,0,0,0,9,86,1,6,12,0,0,0
Tommylee Lewis,Det,WR,7,29.90,0%,-,433,0,0,0,10,0,0,3,60,1,3,129,0,0,1
MyCole Pruitt,Ten,TE,15,29.80,0%,-,434,0,0,0,0,0,0,9,102,1,6,0,0,0,0
Anthony Sherman,KC,RB,16,29.10,0%,-,435,0,0,0,2,0,1,8,96,1,5,5,0,0,0
Logan Paulsen,Hou,TE,15,29.07,0%,-,436,0,0,0,0,0,0,9,91,1,6,0,0,0,0
Marcus Johnson,Ind,WR,5,27.90,0%,-,438,0,0,0,-2,0,0,6,102,1,5,23,0,0,0
Nick O'Leary,Mia,TE,12,27.73,0%,-,439,0,0,0,0,0,0,8,86,1,6,0,0,0,0
Damion Ratley,Cle,WR,13,27.60,0%,-,440,0,0,0,0,0,0,13,144,0,5,0,0,0,0
Luke Willson,Sea,TE,14,27.30,3%,-,441,0,0,0,0,0,0,13,87,0,5,35,0,0,0
De'Anthony Thomas,KC,WR,5,27.13,0%,-,442,0,0,0,6,0,0,3,29,1,3,106,0,0,0
Jake Kumerow,GB,WR,5,26.87,2%,-,443,0,0,0,0,0,0,8,103,1,4,0,0,0,0
